complaint_id,created_at,channel,citizen_comment,complaint_category,department,district,village,sentiment,urgency_level,priority_score,status,response_time_hours,resolution_time_days,sla_met,engagement_score,year,month,month_name,quarter,day_of_week,is_resolved,sla_met_flag,is_critical,priority_bucket
CMP-09039,2025-11-09 20:18:45,TikTok,Jalan di wilayah Ngaglik berlubang dan membahayakan pengguna.,Road Infrastructure,Dinas PUPR,Bumiaji,Ngaglik,Negative,Medium,63,In Progress,35.41,,No,548,2025,11,November,4,Sunday,0,0,0,Medium
CMP-06774,2025-11-09 20:41:58,LAPOR!,WiFi publik di Songgokerto sangat lambat.,Public WiFi,DISKOMINFO,Bumiaji,Songgokerto,Negative,High,72,In Progress,3.74,,Yes,3961,2025,11,November,4,Sunday,0,1,0,High
CMP-00339,2025-11-09 23:09:32,LAPOR!,Jaringan internet gratis di Gunungsari sering putus.,Public WiFi,DISKOMINFO,Bumiaji,Gunungsari,Negative,Low,34,Resolved,24.93,4.52,Yes,1406,2025,11,November,4,Sunday,1,1,0,Low
CMP-06888,2025-11-09 23:30:50,LAPOR!,Banyak kendaraan parkir sembarangan di Temas.,Illegal Parking,Dinas Perhubungan,Batu,Temas,Negative,Low,18,Open,118.59,,No,3845,2025,11,November,4,Sunday,0,0,0,Low
CMP-00571,2025-11-10 00:15:04,Call Center,Akses WiFi publik di Ngaglik tidak dapat digunakan.,Public WiFi,DISKOMINFO,Bumiaji,Ngaglik,Negative,Medium,67,Resolved,23.4,7.53,Yes,4359,2025,11,November,4,Monday,1,1,0,Medium
CMP-07160,2025-11-10 02:36:11,Instagram,Antrian pelayanan di Dadaprejo sangat panjang.,Administrative Services,Dinas Kependudukan,Batu,Dadaprejo,Negative,High,86,Resolved,23.3,3.47,No,615,2025,11,November,4,Monday,1,0,0,High
CMP-09355,2025-11-10 03:19:58,LAPOR!,Proses pembuatan dokumen di Tulungrejo kurang efisien.,Administrative Services,Dinas Kependudukan,Bumiaji,Tulungrejo,Negative,Medium,59,Resolved,43.22,6.06,No,1098,2025,11,November,4,Monday,1,0,0,Medium
CMP-05399,2025-11-10 05:53:14,Website,Lampu jalan di Dadaprejo mati sejak beberapa hari lalu.,Street Lighting,Dinas Perhubungan,Junrejo,Dadaprejo,Negative,Low,35,Resolved,113.14,11.14,No,924,2025,11,November,4,Monday,1,0,0,Low
CMP-06434,2025-11-10 09:31:11,Website,Parkir liar di kawasan Punten menyebabkan kemacetan.,Illegal Parking,Dinas Perhubungan,Bumiaji,Punten,Negative,Medium,59,Open,36.1,,No,471,2025,11,November,4,Monday,0,0,0,Medium
CMP-01342,2025-11-10 10:33:00,Instagram,Penerangan jalan di Mojorejo sangat minim.,Street Lighting,Dinas Perhubungan,Junrejo,Mojorejo,Neutral,Medium,47,Resolved,21.94,4.45,Yes,2754,2025,11,November,4,Monday,1,1,0,Medium
CMP-01486,2025-11-10 11:59:46,LAPOR!,Jaringan internet gratis di Sisir sering putus.,Public WiFi,DISKOMINFO,Junrejo,Sisir,Negative,Medium,66,Resolved,9.09,3.23,Yes,3742,2025,11,November,4,Monday,1,1,0,Medium
CMP-02219,2025-11-10 15:16:20,Website,Sampah menumpuk di area Beji dan belum diangkut.,Waste Management,Dinas Lingkungan Hidup,Bumiaji,Beji,Negative,Medium,58,Open,26.75,,No,1985,2025,11,November,4,Monday,0,0,0,Medium
CMP-09300,2025-11-10 17:59:27,LAPOR!,Antrian pelayanan di Mojorejo sangat panjang.,Administrative Services,Dinas Kependudukan,Bumiaji,Mojorejo,Negative,Low,17,Resolved,62.07,3.77,Yes,2179,2025,11,November,4,Monday,1,1,0,Low
CMP-08613,2025-11-10 19:21:29,WhatsApp,Jaringan internet gratis di Gunungsari sering putus.,Public WiFi,DISKOMINFO,Batu,Gunungsari,Neutral,High,70,Resolved,4.24,1.68,Yes,2804,2025,11,November,4,Monday,1,1,0,High
CMP-01193,2025-11-10 19:34:18,Instagram,Air PDAM di Tulungrejo keruh dan tidak layak digunakan.,Clean Water,PDAM,Batu,Tulungrejo,Negative,Medium,45,Resolved,35.66,8.36,No,2394,2025,11,November,4,Monday,1,0,0,Medium
CMP-08185,2025-11-10 20:30:06,Instagram,Parkir liar di kawasan Sisir menyebabkan kemacetan.,Illegal Parking,Dinas Perhubungan,Junrejo,Sisir,Negative,High,75,In Progress,13.03,,No,931,2025,11,November,4,Monday,0,0,0,High
CMP-02505,2025-11-11 03:40:59,LAPOR!,Pelayanan administrasi di Tulungrejo terlalu lama.,Administrative Services,Dinas Kependudukan,Junrejo,Tulungrejo,Negative,Medium,67,In Progress,30.07,,No,749,2025,11,November,4,Tuesday,0,0,0,Medium
CMP-04854,2025-11-11 09:57:42,Website,Bau sampah sangat mengganggu warga di Ngaglik.,Waste Management,Dinas Lingkungan Hidup,Junrejo,Ngaglik,Negative,Medium,67,Resolved,15.04,4.17,Yes,3657,2025,11,November,4,Tuesday,1,1,0,Medium
CMP-03723,2025-11-11 22:00:28,LAPOR!,Penerangan jalan di Gunungsari sangat minim.,Street Lighting,Dinas Perhubungan,Junrejo,Gunungsari,Negative,High,86,Open,6.11,,Yes,1577,2025,11,November,4,Tuesday,0,1,0,High
CMP-04740,2025-11-11 22:50:58,TikTok,Lampu jalan rusak di kawasan Temas.,Street Lighting,Dinas Perhubungan,Bumiaji,Temas,Negative,Critical,97,Resolved,3.18,2.02,No,787,2025,11,November,4,Tuesday,1,0,1,Critical
CMP-02327,2025-11-11 23:01:23,Website,Drainase di Temas tidak berfungsi dengan baik.,Flooding,Dinas PUPR,Batu,Temas,Neutral,Low,32,Resolved,34.92,5.07,Yes,2152,2025,11,November,4,Tuesday,1,1,0,Low
CMP-07182,2025-11-11 23:32:21,Call Center,Antrian pelayanan di Gunungsari sangat panjang.,Administrative Services,Dinas Kependudukan,Junrejo,Gunungsari,Negative,Critical,99,In Progress,5.45,,No,1093,2025,11,November,4,Tuesday,0,0,1,Critical
CMP-03674,2025-11-12 00:24:29,Call Center,Informasi destinasi wisata di Dadaprejo kurang jelas.,Tourism Services,Dinas Pariwisata,Bumiaji,Dadaprejo,Neutral,High,87,Open,10.71,,No,1291,2025,11,November,4,Wednesday,0,0,0,High
CMP-03946,2025-11-12 08:30:09,Instagram,Banjir kecil mengganggu aktivitas warga di Mojorejo.,Flooding,Dinas PUPR,Batu,Mojorejo,Negative,Medium,60,Resolved,27.74,4.53,No,1544,2025,11,November,4,Wednesday,1,0,0,Medium
CMP-04273,2025-11-12 09:03:16,WhatsApp,Akses WiFi publik di Temas tidak dapat digunakan.,Public WiFi,DISKOMINFO,Bumiaji,Temas,Neutral,High,77,Open,10.92,,No,639,2025,11,November,4,Wednesday,0,0,0,High
CMP-09617,2025-11-12 10:57:22,Website,Sampah menumpuk di area Punten dan belum diangkut.,Waste Management,Dinas Lingkungan Hidup,Bumiaji,Punten,Negative,Low,33,In Progress,59.06,,Yes,4940,2025,11,November,4,Wednesday,0,1,0,Low
CMP-09189,2025-11-12 12:23:46,TikTok,Fasilitas wisata di Temas perlu ditingkatkan.,Tourism Services,Dinas Pariwisata,Batu,Temas,Negative,Low,10,In Progress,48.24,,Yes,1435,2025,11,November,4,Wednesday,0,1,0,Low
CMP-06651,2025-11-12 12:24:44,TikTok,Tempat pembuangan di Sisir sudah penuh.,Waste Management,Dinas Lingkungan Hidup,Batu,Sisir,Neutral,Low,26,Resolved,46.72,3.43,Yes,1609,2025,11,November,4,Wednesday,1,1,0,Low
CMP-06019,2025-11-12 13:37:11,Call Center,Lampu jalan rusak di kawasan Punten.,Street Lighting,Dinas Perhubungan,Junrejo,Punten,Neutral,High,86,In Progress,2.18,,Yes,3017,2025,11,November,4,Wednesday,0,1,0,High
CMP-07125,2025-11-12 17:02:34,LAPOR!,Pelayanan administrasi di Ngaglik terlalu lama.,Administrative Services,Dinas Kependudukan,Junrejo,Ngaglik,Negative,Medium,56,Resolved,43.65,4.25,No,3300,2025,11,November,4,Wednesday,1,0,0,Medium
CMP-09397,2025-11-12 18:17:25,Instagram,Distribusi air di Ngaglik sering terhenti.,Clean Water,PDAM,Batu,Ngaglik,Neutral,High,72,Resolved,8.83,2.58,No,4196,2025,11,November,4,Wednesday,1,0,0,High
CMP-03875,2025-11-12 18:44:45,Website,Air PDAM di Temas keruh dan tidak layak digunakan.,Clean Water,PDAM,Bumiaji,Temas,Negative,Medium,58,Resolved,12.66,3.2,Yes,55,2025,11,November,4,Wednesday,1,1,0,Medium
CMP-07606,2025-11-12 19:02:22,TikTok,Penerangan jalan di Songgokerto sangat minim.,Street Lighting,Dinas Perhubungan,Batu,Songgokerto,Negative,High,73,Resolved,15.32,5.41,No,1340,2025,11,November,4,Wednesday,1,0,0,High
CMP-07188,2025-11-12 19:19:00,Website,Fasilitas wisata di Ngaglik perlu ditingkatkan.,Tourism Services,Dinas Pariwisata,Bumiaji,Ngaglik,Neutral,Critical,91,Open,5.14,,No,3285,2025,11,November,4,Wednesday,0,0,1,Critical
CMP-05098,2025-11-13 01:53:08,WhatsApp,Lampu jalan di Ngaglik mati sejak beberapa hari lalu.,Street Lighting,Dinas Perhubungan,Batu,Ngaglik,Neutral,Low,37,In Progress,67.49,,Yes,4566,2025,11,November,4,Thursday,0,1,0,Low
CMP-03950,2025-11-13 01:59:36,Call Center,Informasi destinasi wisata di Punten kurang jelas.,Tourism Services,Dinas Pariwisata,Batu,Punten,Negative,Medium,64,In Progress,18.96,,Yes,3948,2025,11,November,4,Thursday,0,1,0,Medium
CMP-07646,2025-11-13 04:04:47,TikTok,Lampu jalan rusak di kawasan Ngaglik.,Street Lighting,Dinas Perhubungan,Junrejo,Ngaglik,Negative,Medium,42,Resolved,23.88,7.48,Yes,2994,2025,11,November,4,Thursday,1,1,0,Medium
CMP-08084,2025-11-13 04:50:06,Instagram,Distribusi air di Temas sering terhenti.,Clean Water,PDAM,Batu,Temas,Negative,High,85,In Progress,20.91,,No,4085,2025,11,November,4,Thursday,0,0,0,High
CMP-09750,2025-11-13 07:03:33,LAPOR!,Lampu jalan rusak di kawasan Mojorejo.,Street Lighting,Dinas Perhubungan,Junrejo,Mojorejo,Neutral,Medium,69,In Progress,44.61,,No,2417,2025,11,November,4,Thursday,0,0,0,Medium
CMP-02589,2025-11-13 07:29:22,TikTok,Fasilitas wisata di Beji perlu ditingkatkan.,Tourism Services,Dinas Pariwisata,Bumiaji,Beji,Negative,Low,23,Resolved,70.38,4.19,Yes,4462,2025,11,November,4,Thursday,1,1,0,Low
CMP-03764,2025-11-13 09:04:03,TikTok,Proses pembuatan dokumen di Punten kurang efisien.,Administrative Services,Dinas Kependudukan,Bumiaji,Punten,Negative,High,86,Open,7.03,,Yes,521,2025,11,November,4,Thursday,0,1,0,High
CMP-09042,2025-11-13 14:18:27,Website,Informasi destinasi wisata di Punten kurang jelas.,Tourism Services,Dinas Pariwisata,Bumiaji,Punten,Negative,High,88,Open,17.88,,No,4870,2025,11,November,4,Thursday,0,0,0,High
CMP-04871,2025-11-13 14:48:19,WhatsApp,Air PDAM di Tulungrejo keruh dan tidak layak digunakan.,Clean Water,PDAM,Bumiaji,Tulungrejo,Neutral,Medium,40,Resolved,38.39,6.27,No,4178,2025,11,November,4,Thursday,1,0,0,Medium
CMP-04579,2025-11-13 14:55:58,WhatsApp,Penerangan jalan di Tulungrejo sangat minim.,Street Lighting,Dinas Perhubungan,Bumiaji,Tulungrejo,Neutral,Low,37,In Progress,68.55,,Yes,4844,2025,11,November,4,Thursday,0,1,0,Low
CMP-02360,2025-11-13 19:45:55,Call Center,Penerangan jalan di Sisir sangat minim.,Street Lighting,Dinas Perhubungan,Junrejo,Sisir,Neutral,High,76,In Progress,17.68,,No,1654,2025,11,November,4,Thursday,0,0,0,High
CMP-02555,2025-11-14 02:40:31,Instagram,Genangan air sering terjadi di Sisir saat hujan.,Flooding,Dinas PUPR,Bumiaji,Sisir,Neutral,Medium,54,In Progress,20.8,,Yes,1146,2025,11,November,4,Friday,0,1,0,Medium
CMP-07846,2025-11-14 04:32:32,Website,Genangan air sering terjadi di Songgokerto saat hujan.,Flooding,Dinas PUPR,Batu,Songgokerto,Neutral,High,73,In Progress,4.68,,Yes,4257,2025,11,November,4,Friday,0,1,0,High
CMP-09522,2025-11-14 04:59:06,LAPOR!,Penerangan jalan di Temas sangat minim.,Street Lighting,Dinas Perhubungan,Junrejo,Temas,Negative,Medium,63,Open,21.25,,Yes,2293,2025,11,November,4,Friday,0,1,0,Medium
CMP-03553,2025-11-14 06:07:32,WhatsApp,Parkir liar di kawasan Temas menyebabkan kemacetan.,Illegal Parking,Dinas Perhubungan,Bumiaji,Temas,Negative,High,85,Resolved,8.7,6.87,No,2240,2025,11,November,4,Friday,1,0,0,High
CMP-06671,2025-11-14 07:20:31,WhatsApp,Tekanan air di Sisir sangat kecil.,Clean Water,PDAM,Junrejo,Sisir,Negative,High,75,In Progress,3.84,,Yes,1427,2025,11,November,4,Friday,0,1,0,High
CMP-05290,2025-11-14 13:43:40,LAPOR!,Jaringan internet gratis di Punten sering putus.,Public WiFi,DISKOMINFO,Junrejo,Punten,Negative,Medium,64,Resolved,25.87,6.73,No,3262,2025,11,November,4,Friday,1,0,0,Medium
CMP-04407,2025-11-14 18:17:24,LAPOR!,Banyak lubang di jalan Gunungsari yang mengganggu kendaraan.,Road Infrastructure,Dinas PUPR,Batu,Gunungsari,Neutral,Medium,51,Resolved,45.61,5.92,No,3498,2025,11,November,4,Friday,1,0,0,Medium
CMP-08506,2025-11-14 18:27:29,WhatsApp,Jalan di wilayah Tulungrejo berlubang dan membahayakan pengguna.,Road Infrastructure,Dinas PUPR,Bumiaji,Tulungrejo,Negative,Low,18,In Progress,57.84,,Yes,4706,2025,11,November,4,Friday,0,1,0,Low
CMP-01466,2025-11-14 20:51:06,WhatsApp,Antrian pelayanan di Sisir sangat panjang.,Administrative Services,Dinas Kependudukan,Junrejo,Sisir,Neutral,Medium,42,In Progress,17.69,,Yes,546,2025,11,November,4,Friday,0,1,0,Medium
CMP-02449,2025-11-14 23:17:12,LAPOR!,Informasi destinasi wisata di Punten kurang jelas.,Tourism Services,Dinas Pariwisata,Junrejo,Punten,Neutral,High,73,Resolved,23.81,5.24,No,3334,2025,11,November,4,Friday,1,0,0,High
CMP-02027,2025-11-15 00:05:18,WhatsApp,Ketertiban umum di Dadaprejo perlu ditingkatkan.,Public Safety,Satpol PP,Batu,Dadaprejo,Negative,Low,37,Resolved,29.49,6.74,Yes,4457,2025,11,November,4,Saturday,1,1,0,Low
CMP-08816,2025-11-15 09:21:44,WhatsApp,Informasi destinasi wisata di Songgokerto kurang jelas.,Tourism Services,Dinas Pariwisata,Junrejo,Songgokerto,Negative,Low,25,In Progress,74.9,,No,4873,2025,11,November,4,Saturday,0,0,0,Low
CMP-06627,2025-11-15 09:21:59,WhatsApp,Banyak kendaraan parkir sembarangan di Temas.,Illegal Parking,Dinas Perhubungan,Junrejo,Temas,Negative,Medium,67,In Progress,15.77,,Yes,2062,2025,11,November,4,Saturday,0,1,0,Medium
CMP-09846,2025-11-15 10:04:36,WhatsApp,Banjir kecil mengganggu aktivitas warga di Tulungrejo.,Flooding,Dinas PUPR,Junrejo,Tulungrejo,Neutral,Low,32,Resolved,110.68,6.09,No,973,2025,11,November,4,Saturday,1,0,0,Low
CMP-07925,2025-11-15 10:46:57,Instagram,Pelayanan administrasi di Dadaprejo terlalu lama.,Administrative Services,Dinas Kependudukan,Junrejo,Dadaprejo,Neutral,Low,19,Open,92.51,,No,2350,2025,11,November,4,Saturday,0,0,0,Low
CMP-07262,2025-11-15 13:44:20,Website,Parkir liar di Gunungsari mengganggu akses jalan.,Illegal Parking,Dinas Perhubungan,Junrejo,Gunungsari,Negative,High,75,In Progress,8.69,,No,1177,2025,11,November,4,Saturday,0,0,0,High
CMP-00387,2025-11-15 17:19:12,LAPOR!,Parkir liar di Gunungsari mengganggu akses jalan.,Illegal Parking,Dinas Perhubungan,Batu,Gunungsari,Neutral,Medium,48,Resolved,18.53,6.35,Yes,1434,2025,11,November,4,Saturday,1,1,0,Medium
CMP-05156,2025-11-15 21:51:25,TikTok,Parkir liar di Sisir mengganggu akses jalan.,Illegal Parking,Dinas Perhubungan,Bumiaji,Sisir,Negative,Critical,93,Open,2.08,,No,1244,2025,11,November,4,Saturday,0,0,1,Critical
CMP-02772,2025-11-16 00:19:57,Website,Tempat pembuangan di Gunungsari sudah penuh.,Waste Management,Dinas Lingkungan Hidup,Junrejo,Gunungsari,Negative,Medium,57,Resolved,28.48,6.1,No,869,2025,11,November,4,Sunday,1,0,0,Medium
CMP-03825,2025-11-16 01:05:58,Website,Banjir kecil mengganggu aktivitas warga di Punten.,Flooding,Dinas PUPR,Batu,Punten,Neutral,Medium,57,Open,46.3,,No,2008,2025,11,November,4,Sunday,0,0,0,Medium
CMP-08898,2025-11-16 01:18:57,TikTok,Bau sampah sangat mengganggu warga di Tulungrejo.,Waste Management,Dinas Lingkungan Hidup,Bumiaji,Tulungrejo,Negative,Low,33,In Progress,118.45,,No,1200,2025,11,November,4,Sunday,0,0,0,Low
CMP-09408,2025-11-16 01:19:08,LAPOR!,Pelayanan wisata di Beji belum optimal.,Tourism Services,Dinas Pariwisata,Bumiaji,Beji,Negative,Medium,45,Resolved,38.92,2.6,No,4598,2025,11,November,4,Sunday,1,0,0,Medium
CMP-01718,2025-11-16 02:56:14,Instagram,Genangan air sering terjadi di Songgokerto saat hujan.,Flooding,Dinas PUPR,Batu,Songgokerto,Negative,High,75,Open,5.91,,Yes,1761,2025,11,November,4,Sunday,0,1,0,High
CMP-08005,2025-11-16 04:00:19,Instagram,Pelayanan wisata di Ngaglik belum optimal.,Tourism Services,Dinas Pariwisata,Bumiaji,Ngaglik,Neutral,High,73,Resolved,14.37,3.0,No,2576,2025,11,November,4,Sunday,1,0,0,High
CMP-06380,2025-11-16 04:16:29,LAPOR!,Akses WiFi publik di Mojorejo tidak dapat digunakan.,Public WiFi,DISKOMINFO,Bumiaji,Mojorejo,Negative,High,85,Open,3.17,,Yes,2887,2025,11,November,4,Sunday,0,1,0,High
CMP-02957,2025-11-16 05:05:05,LAPOR!,Tempat pembuangan di Gunungsari sudah penuh.,Waste Management,Dinas Lingkungan Hidup,Junrejo,Gunungsari,Neutral,Low,20,In Progress,57.1,,Yes,729,2025,11,November,4,Sunday,0,1,0,Low
CMP-05673,2025-11-16 07:35:18,Instagram,WiFi publik di Songgokerto sangat lambat.,Public WiFi,DISKOMINFO,Batu,Songgokerto,Negative,Low,32,Resolved,40.38,4.08,Yes,904,2025,11,November,4,Sunday,1,1,0,Low
CMP-07282,2025-11-16 07:44:28,LAPOR!,Parkir liar di Sisir mengganggu akses jalan.,Illegal Parking,Dinas Perhubungan,Bumiaji,Sisir,Neutral,High,81,Open,21.56,,No,4811,2025,11,November,4,Sunday,0,0,0,High
CMP-02070,2025-11-16 10:42:01,Website,Genangan air sering terjadi di Ngaglik saat hujan.,Flooding,Dinas PUPR,Junrejo,Ngaglik,Negative,Low,24,Resolved,34.99,3.6,Yes,4917,2025,11,November,4,Sunday,1,1,0,Low
CMP-01549,2025-11-16 10:48:21,LAPOR!,Distribusi air di Ngaglik sering terhenti.,Clean Water,PDAM,Batu,Ngaglik,Negative,Medium,68,In Progress,46.34,,No,1084,2025,11,November,4,Sunday,0,0,0,Medium
CMP-02691,2025-11-16 12:08:32,LAPOR!,Proses pembuatan dokumen di Songgokerto kurang efisien.,Administrative Services,Dinas Kependudukan,Bumiaji,Songgokerto,Negative,High,73,Resolved,6.79,1.76,Yes,4328,2025,11,November,4,Sunday,1,1,0,High
CMP-08747,2025-11-16 12:56:52,LAPOR!,Antrian pelayanan di Temas sangat panjang.,Administrative Services,Dinas Kependudukan,Junrejo,Temas,Neutral,Medium,48,Resolved,43.77,6.4,No,2197,2025,11,November,4,Sunday,1,0,0,Medium
CMP-09632,2025-11-16 12:59:53,WhatsApp,Ketertiban umum di Ngaglik perlu ditingkatkan.,Public Safety,Satpol PP,Junrejo,Ngaglik,Negative,Medium,54,Resolved,33.87,3.08,No,4470,2025,11,November,4,Sunday,1,0,0,Medium
CMP-09924,2025-11-16 14:21:31,WhatsApp,Tekanan air di Dadaprejo sangat kecil.,Clean Water,PDAM,Batu,Dadaprejo,Negative,Low,12,Resolved,92.92,5.23,No,687,2025,11,November,4,Sunday,1,0,0,Low
CMP-00455,2025-11-16 17:01:57,LAPOR!,Drainase di Ngaglik tidak berfungsi dengan baik.,Flooding,Dinas PUPR,Batu,Ngaglik,Negative,Medium,57,Resolved,25.72,4.82,No,2591,2025,11,November,4,Sunday,1,0,0,Medium
CMP-01532,2025-11-16 20:41:40,LAPOR!,Proses pembuatan dokumen di Gunungsari kurang efisien.,Administrative Services,Dinas Kependudukan,Junrejo,Gunungsari,Negative,Medium,54,Resolved,9.23,3.0,Yes,2300,2025,11,November,4,Sunday,1,1,0,Medium
CMP-03057,2025-11-16 21:10:27,Call Center,Lampu jalan rusak di kawasan Songgokerto.,Street Lighting,Dinas Perhubungan,Bumiaji,Songgokerto,Negative,Low,24,In Progress,81.43,,No,4828,2025,11,November,4,Sunday,0,0,0,Low
CMP-09979,2025-11-16 22:14:34,WhatsApp,Distribusi air di Tulungrejo sering terhenti.,Clean Water,PDAM,Batu,Tulungrejo,Neutral,Low,35,Resolved,110.36,11.76,No,1113,2025,11,November,4,Sunday,1,0,0,Low
CMP-01293,2025-11-17 01:09:09,Website,Fasilitas wisata di Ngaglik perlu ditingkatkan.,Tourism Services,Dinas Pariwisata,Batu,Ngaglik,Neutral,Low,13,Resolved,114.25,5.59,No,2961,2025,11,November,4,Monday,1,0,0,Low
CMP-05182,2025-11-17 02:54:22,Call Center,Fasilitas wisata di Temas perlu ditingkatkan.,Tourism Services,Dinas Pariwisata,Bumiaji,Temas,Negative,Medium,60,Resolved,21.59,4.91,Yes,3214,2025,11,November,4,Monday,1,1,0,Medium
CMP-02844,2025-11-17 04:17:51,LAPOR!,Jalan di wilayah Ngaglik berlubang dan membahayakan pengguna.,Road Infrastructure,Dinas PUPR,Bumiaji,Ngaglik,Negative,Low,31,In Progress,83.22,,No,4560,2025,11,November,4,Monday,0,0,0,Low
CMP-08375,2025-11-17 04:41:07,LAPOR!,Tekanan air di Punten sangat kecil.,Clean Water,PDAM,Bumiaji,Punten,Negative,High,74,Resolved,20.59,6.1,No,1020,2025,11,November,4,Monday,1,0,0,High
CMP-02002,2025-11-17 06:20:36,LAPOR!,Pelayanan administrasi di Songgokerto terlalu lama.,Administrative Services,Dinas Kependudukan,Batu,Songgokerto,Negative,High,80,Resolved,22.71,2.75,No,1634,2025,11,November,4,Monday,1,0,0,High
CMP-08674,2025-11-17 08:57:42,Call Center,Sampah menumpuk di area Temas dan belum diangkut.,Waste Management,Dinas Lingkungan Hidup,Batu,Temas,Neutral,High,83,In Progress,11.55,,No,3029,2025,11,November,4,Monday,0,0,0,High
CMP-04889,2025-11-17 09:46:14,WhatsApp,Trotoar di Temas dipenuhi aktivitas yang menghambat pejalan kaki.,Public Safety,Satpol PP,Junrejo,Temas,Negative,Low,34,Resolved,80.34,3.17,No,3576,2025,11,November,4,Monday,1,0,0,Low
CMP-06252,2025-11-17 09:47:53,Instagram,Parkir liar di Ngaglik mengganggu akses jalan.,Illegal Parking,Dinas Perhubungan,Junrejo,Ngaglik,Negative,Low,39,In Progress,113.75,,No,2427,2025,11,November,4,Monday,0,0,0,Low
CMP-05372,2025-11-17 12:02:03,LAPOR!,Distribusi air di Gunungsari sering terhenti.,Clean Water,PDAM,Bumiaji,Gunungsari,Negative,Low,15,Resolved,64.71,10.53,Yes,2250,2025,11,November,4,Monday,1,1,0,Low
CMP-05872,2025-11-17 13:05:06,TikTok,Antrian pelayanan di Gunungsari sangat panjang.,Administrative Services,Dinas Kependudukan,Batu,Gunungsari,Negative,Medium,63,Resolved,32.1,7.41,No,72,2025,11,November,4,Monday,1,0,0,Medium
CMP-05549,2025-11-17 13:53:40,Website,Banyak lubang di jalan Dadaprejo yang mengganggu kendaraan.,Road Infrastructure,Dinas PUPR,Junrejo,Dadaprejo,Negative,Critical,90,Open,2.17,,No,935,2025,11,November,4,Monday,0,0,1,Critical
CMP-06305,2025-11-17 15:39:51,TikTok,Ketertiban umum di Gunungsari perlu ditingkatkan.,Public Safety,Satpol PP,Junrejo,Gunungsari,Negative,Low,16,Resolved,104.43,10.5,No,1215,2025,11,November,4,Monday,1,0,0,Low
CMP-04428,2025-11-17 16:34:22,WhatsApp,Pelayanan administrasi di Dadaprejo terlalu lama.,Administrative Services,Dinas Kependudukan,Junrejo,Dadaprejo,Negative,Medium,42,In Progress,12.05,,Yes,1282,2025,11,November,4,Monday,0,1,0,Medium
CMP-06916,2025-11-17 19:55:20,LAPOR!,Jaringan internet gratis di Beji sering putus.,Public WiFi,DISKOMINFO,Batu,Beji,Negative,Medium,63,Resolved,28.82,9.64,No,1378,2025,11,November,4,Monday,1,0,0,Medium
CMP-08787,2025-11-17 23:49:33,WhatsApp,Parkir liar di kawasan Mojorejo menyebabkan kemacetan.,Illegal Parking,Dinas Perhubungan,Batu,Mojorejo,Negative,High,70,Resolved,21.97,5.11,No,4018,2025,11,November,4,Monday,1,0,0,High
CMP-09052,2025-11-18 00:49:45,Website,Jalan di wilayah Mojorejo berlubang dan membahayakan pengguna.,Road Infrastructure,Dinas PUPR,Batu,Mojorejo,Neutral,Medium,68,In Progress,8.5,,Yes,4230,2025,11,November,4,Tuesday,0,1,0,Medium
CMP-01966,2025-11-18 02:37:32,Call Center,Akses WiFi publik di Ngaglik tidak dapat digunakan.,Public WiFi,DISKOMINFO,Bumiaji,Ngaglik,Negative,Critical,90,In Progress,1.92,,Yes,4776,2025,11,November,4,Tuesday,0,1,1,Critical
CMP-00618,2025-11-18 04:00:27,Call Center,Pelayanan administrasi di Beji terlalu lama.,Administrative Services,Dinas Kependudukan,Batu,Beji,Negative,Medium,64,Open,35.0,,No,4546,2025,11,November,4,Tuesday,0,0,0,Medium
CMP-05147,2025-11-18 06:36:51,Call Center,Proses pembuatan dokumen di Beji kurang efisien.,Administrative Services,Dinas Kependudukan,Batu,Beji,Negative,Medium,62,In Progress,18.27,,Yes,2447,2025,11,November,4,Tuesday,0,1,0,Medium
CMP-09207,2025-11-18 10:17:37,TikTok,Tempat pembuangan di Mojorejo sudah penuh.,Waste Management,Dinas Lingkungan Hidup,Junrejo,Mojorejo,Negative,Low,37,Resolved,61.78,6.66,Yes,3348,2025,11,November,4,Tuesday,1,1,0,Low
CMP-03618,2025-11-18 10:56:54,TikTok,Bau sampah sangat mengganggu warga di Beji.,Waste Management,Dinas Lingkungan Hidup,Bumiaji,Beji,Negative,Medium,61,In Progress,14.59,,Yes,883,2025,11,November,4,Tuesday,0,1,0,Medium
CMP-07119,2025-11-18 12:45:17,Call Center,Fasilitas wisata di Mojorejo perlu ditingkatkan.,Tourism Services,Dinas Pariwisata,Batu,Mojorejo,Negative,Low,16,In Progress,86.52,,No,1780,2025,11,November,4,Tuesday,0,0,0,Low
CMP-08544,2025-11-18 13:14:50,LAPOR!,Tekanan air di Sisir sangat kecil.,Clean Water,PDAM,Bumiaji,Sisir,Negative,Medium,61,Resolved,30.34,9.63,No,4610,2025,11,November,4,Tuesday,1,0,0,Medium
CMP-09082,2025-11-18 13:55:15,Instagram,Drainase di Tulungrejo tidak berfungsi dengan baik.,Flooding,Dinas PUPR,Batu,Tulungrejo,Negative,Medium,42,Resolved,27.33,3.53,No,3484,2025,11,November,4,Tuesday,1,0,0,Medium
CMP-07614,2025-11-18 21:08:46,Call Center,Lampu jalan rusak di kawasan Sisir.,Street Lighting,Dinas Perhubungan,Bumiaji,Sisir,Negative,Low,19,Resolved,119.32,6.89,No,1489,2025,11,November,4,Tuesday,1,0,0,Low
